Brand,Series,Model,Price
Renault,Clio,1.0 TCe Touch,854900
Renault,Clio,1.0 TCe Joy,813000
Ford,Focus,1.5 TDCi Titanium,1285000
BMW,3 Serisi,320i Sport Line,2225000
Mercedes - Benz,CLA,200 AMG+,2495000
Renault,Megane,1.3 TCe Joy,935750
BMW,5 Serisi,520i Special Edition Luxury,2598000
BMW,3 Serisi,320i Sport Line,2124000
Toyota,Corolla,1.8 Hybrid Dream,1034950
Renault,Megane,1.3 TCe Joy,1000000
Hyundai,i20,1.4 MPI Jump,755000
Fiat,Egea,1.4 Fire Easy Plus,735000
Peugeot,208,1.2 PureTech Prime,900000
Hyundai,i10,1.2 MPI Style,850000
Toyota,Corolla,1.8 Hybrid Dream,929990
Renault,Megane,1.3 TCe Joy,830000
BMW,3 Serisi,320i First Edition M Sport,2498750
Dacia,Sandero,1.0 Stepway,785000
Fiat,Egea,1.6 Multijet Easy,800000
Toyota,Corolla,1.8 Hybrid Flame X-Pack,1139850
Renault,Megane,1.3 TCe Joy,934750
Toyota,Corolla,1.5 Flame X-Pack,1400000
Peugeot,308,1.5 BlueHDI Style,962000
Skoda,SuperB,1.5 TSI Premium,1409950
Fiat,Egea,1.4 Fire Easy,215000
Toyota,Corolla,1.8 Hybrid Flame X-Pack,1178950
Renault,Megane,1.5 Blue DCI Joy,868750
BMW,5 Serisi,520i Special Edition M Sport,2895000
Audi,A6,A6 Sedan 40 TDI Quattro Design,4299850
Fiat,Egea,1.4 Fire Easy,679900
Suzuki,Swift,1.2 GLX,835750
Hyundai,i20,1.0 T-GDI Elite,765000
Renault,Clio,1.0 TCe Touch,818000
Honda,Civic,1.5 i-VTEC Eco Elegance,1460000
Renault,Clio,1.0 TCe Touch,800000
Hyundai,i20,1.4 MPI Style,849900
Fiat,Egea,1.4 Fire Urban,725000
Fiat,Egea,1.4 Fire Urban,715000
Audi,A3,A3 Sedan 35 TFSI Advanced,1685000
Opel,Corsa,1.2 Turbo Edition,892000
Skoda,Fabia,1.0 GreenTec Premium,935000
Renault,Megane,1.3 TCe Icon,1300000
Renault,Clio,1.0 TCe Joy,820000
Renault,Clio,1.0 SCe Joy,725000
Fiat,Egea,1.4 Fire Easy,700000
Hyundai,i20,1.4 MPI Jump,679500
BMW,3 Serisi,320i M Sport,2285000
Citroen,C-Elysee,1.5 BlueHDi Feel,719900
Volkswagen,Passat,1.5 TSi Impression,1428000
Fiat,Egea,1.4 Fire Lounge,765000
Fiat,Egea,1.4 Fire Urban,679000
Volkswagen,Passat,1.5 TSi Business,1665000
Toyota,Corolla,1.5 Dream,1034000
Citroen,C3,1.2 PureTech Feel,750000
Renault,Megane,1.5 Blue DCI Icon,1320000
Mercedes - Benz,C,C 180 AMG 9G-Tronic,13950000
Renault,Megane,1.5 Blue DCI Joy,899000
Volkswagen,Polo,1.0 TSi Comfortline,975000
Toyota,Corolla,1.8 Hybrid Dream,1059000
Renault,Clio,1.0 TCe Touch,875000
Porsche,911,Carrera 4,16850000
Hyundai,Elantra,1.6 MPI Smart,1210000
Opel,Corsa,1.2 Turbo Elegance,900000
BMW,1 Serisi,118i Luxury Line,1690000
Peugeot,508,1.5 BlueHDI Allure,1400000
Fiat,Egea,1.4 Fire Easy,666000
Peugeot,508,1.5 BlueHDI Allure,1490000
Renault,Megane,1.5 Blue DCI Joy,979000
Honda,City,1.5 i-VTEC Executive,765000
Renault,Megane,1.3 TCe Joy Comfort,985000
Fiat,Egea,1.4 Fire Lounge,870000
Toyota,Corolla,1.5 Dream,879950
Renault,Megane,1.3 TCe Joy,965000
Fiat,Egea,1.4 Fire Easy,603900
Toyota,Corolla,1.5 Vision,1044000
Renault,Clio,1.0 TCe Touch,900000
Mercedes - Benz,E,200 d Exclusive,3150000
Ford,Focus,1.5 Ti-VCT Trend X,985750
Toyota,Corolla,1.5 Dream,1100000
Toyota,Corolla,1.5 Dream,1120000
BMW,3 Serisi,320i Executive M Sport,2585000
Hyundai,i20,1.4 MPI Jump,689000
Toyota,Corolla,1.5 Dream,1025000
Fiat,Egea,1.3 Multijet Easy,705000
Mercedes - Benz,C,C 180 AMG 9G-Tronic,13650000
BMW,5 Serisi,520i Luxury Line,2365000
Renault,Clio,1.0 TCe Touch,829000
Kia,Picanto,1.0 MPI,669000
Citroen,C-Elysee,1.5 BlueHDi Feel,780000
Kia,Picanto,1.0 MPI,717500
Peugeot,208,1.2 PureTech Allure Selection,929000
Honda,Civic,1.5 i-VTEC Eco Executive Plus,1415000
Toyota,Corolla,1.5 Flame,1140000
Toyota,Corolla,1.5 Vision,1100000
Honda,Civic,1.5 i-VTEC Executive Plus,1395000
BMW,1 Serisi,118i M Sport,1595000
Hyundai,i20,1.4 MPI Style,763900
Fiat,Egea,1.3 Multijet Urban,777000
Renault,Clio,1.0 TCe Touch,845000
Kia,Picanto,1.0 MPI,715000
Skoda,Scala,1.0 TSI Premium,935000
Skoda,SuperB,1.5 TSI Premium,1379000
Dacia,Sandero,1.0 Tce Comfort,715000
Renault,Clio,1.0 TCe Joy,819000
Renault,Clio,1.0 TCe Joy,734500
Honda,Civic,1.5 i-VTEC Eco Elegance,1435000
Peugeot,208,1.2 PureTech Prime,906000
Fiat,Egea,1.4 Fire Easy Stil,720000
Hyundai,i20,1.4 MPI Style,799500
Renault,Clio,1.0 SCe Joy,699999
Kia,Picanto,1.0 MPI,712500
Volkswagen,Golf,1.5 eTSI Style,1515000
Fiat,Egea,1.4 Fire Easy,649950
Fiat,Egea,1.4 Fire Urban,735000
Fiat,Egea,1.3 Multijet Easy,695000
Skoda,SuperB,1.5 TSI Comfort Plus,1540000
Renault,Megane,1.3 TCe Joy,999000
Dacia,Sandero,1.0 Tce Comfort,705750
Hyundai,Elantra,1.6 MPI Smart,1393000
Volkswagen,Golf,1.0 eTSI Life,1269750
Volkswagen,Passat,1.5 TSi Impression,1375000
Dacia,Lodgy,1.5 BlueDCI Ambiance,735000
Fiat,Egea,1.4 Fire Lounge,799500
Fiat,Egea,1.3 Multijet Easy,775000
Toyota,Corolla,1.5 Dream,1280000
Renault,Megane,1.3 TCe Joy Comfort,947500
Volkswagen,Polo,1.0 TSi Comfortline,857950
Toyota,Corolla,1.5 Dream,1025000
Peugeot,208,1.2 PureTech GT,945000
Renault,Clio,1.0 TCe Joy,829900
Citroen,C-Elysee,1.5 BlueHDi Shine,835900
Renault,Taliant,1.0 Tce Joy,730000
Toyota,Corolla,1.5 Dream,1034000
Renault,Megane,1.3 TCe Joy,695000
Dodge,Challenger,SXT Plus,4875000
Renault,Clio,1.0 SCe Joy,588000
Volkswagen,Golf,1.0 eTSI Life,1290000
Mercedes - Benz,C,C 200 D AMG,2226000
Toyota,Corolla,1.8 Hybrid Dream,1119000
Fiat,Egea,1.3 Multijet Easy,750000
Renault,Megane,1.3 TCe Joy,898900
Mercedes - Benz,E,200 d Exclusive,3350000
BMW,3 Serisi,320i First Edition Sport Line,2159900
Fiat,Egea,1.4 Fire Street,780000
Volkswagen,Polo,1.0 TSi Life,880000
Volkswagen,Polo,1.0 TSi Life,964900
Fiat,Egea,1.4 Fire Easy,670000
Toyota,Corolla,1.5 Dream,1110000
Honda,Civic,1.5 i-VTEC Eco Elegance,1261000
Renault,Megane,1.5 Blue DCI Joy,901900
Fiat,Egea,1.3 Multijet Easy,739500
Opel,Corsa,1.2 Turbo Elegance,849000
Toyota,Corolla,1.8 Hybrid Dream,1079900
Toyota,Corolla,1.8 Hybrid Dream,950000
BMW,2 Serisi,218i Gran Coupe Sport Line,1749000
Fiat,Egea,1.4 Fire Urban,678500
Volkswagen,Passat,1.5 TSi Business,1699000
Toyota,Corolla,1.5 Dream,1190000
Toyota,Corolla,1.8 Hybrid Dream,1093950
Opel,Corsa,1.2 Elegance,850000
Renault,Megane,1.3 TCe Icon,1225000
Audi,A4,A4 Allroad Quattro 2.0 TDI,2550000
Toyota,Corolla,1.8 Hybrid Dream,1038450
Fiat,Egea,1.4 Fire Lounge,970000
Renault,Clio,1.0 TCe Touch,840000
Volkswagen,Polo,1.0 TSi Life,965000
Peugeot,208,1.2 PureTech Allure Selection,910000
Peugeot,208,1.2 PureTech GT,1079750
Hyundai,i20,1.4 MPI Jump,785000
BMW,3 Serisi,320i M Sport,2475000
Honda,Civic,1.6 i-VTEC ECO Elegance,1210000
Opel,Insignia,1.5 d Edition,1249000
Fiat,Egea,1.3 Multijet Easy,728750
Toyota,Corolla,1.8 Hybrid Dream,997500
Renault,Megane,1.3 TCe Joy,915000
Skoda,SuperB,1.5 TSI Premium,1405000
Renault,Megane,1.5 Blue DCI Joy,904450
Renault,Megane,1.3 TCe Joy,985000
Fiat,Egea,1.3 Multijet Urban Plus,898000
Fiat,Egea,1.4 Fire Urban,678500
Toyota,Corolla,1.8 Hybrid Dream,1119000
Renault,Clio,1.0 TCe Touch,775000
BMW,3 Serisi,320i First Edition Sport Line,2350000
Fiat,Egea,1.3 Multijet Easy,620000
Fiat,Egea,1.4 Fire Easy Plus,605500
Renault,Clio,1.0 TCe Touch,815000
Toyota,Corolla,1.5 Dream,1070000
Fiat,Egea,1.4 Fire Easy,767900
Renault,Megane,1.5 Blue DCI Joy,985000
Honda,Civic,1.6 i-VTEC ECO Elegance,1305000
Renault,Taliant,1.0 Tce Joy,677900
Hyundai,i20,1.4 MPI Jump,780000
Renault,Clio,1.0 TCe Touch,779000
Renault,Megane,1.3 TCe Joy,1035000
Audi,A6,A6 Sedan 40 TDI Quattro Design,4050000
Fiat,Egea,1.4 Fire Urban Plus,745000
Honda,Civic,1.6 i-VTEC ECO Elegance,1280000
Renault,Megane,1.3 TCe Joy,935000
Hyundai,Elantra,1.6 MPI Smart,1140000
Renault,Clio,1.0 TCe Icon,905000
Opel,Insignia,1.5 d Edition,1128000
Volkswagen,Polo,1.0 TSi Comfortline,955000
Hyundai,Elantra,1.6 MPI Smart,1080000
Opel,Corsa,1.2 Turbo Edition,888000
Peugeot,208,1.2 PureTech Prime,890000
Fiat,Egea,1.3 Multijet Easy Plus,810000
Volvo,S90,2.0 D B5 Inscription,3350000
Hyundai,i20,1.4 MPI Jump,699900
Fiat,Egea,1.4 Fire Urban,675000
Honda,Civic,1.6 i-VTEC ECO Elegance,1230000
Renault,Talisman,1.3 Tce Icon,1397000
Toyota,Corolla,1.5 Dream,945000
Renault,Clio,1.0 TCe Joy,779500
Suzuki,Swift,1.2 GLX,889000
BMW,5 Serisi,520i Special Edition M Sport,3395750
Renault,Clio,1.0 TCe Touch,775000
Suzuki,Swift,1.2 GLX,885000
Fiat,Egea,1.4 Fire Easy Stil,659000
Volkswagen,Passat,1.5 TSi Elegance,1940000
Fiat,Egea,1.4 Fire Street,690000
Fiat,Egea,1.4 Fire Urban,670000
Toyota,Corolla,1.8 Hybrid Dream,995000
Toyota,Corolla,1.5 Flame X-Pack,1250000
Renault,Megane,1.3 TCe Joy,970000
Renault,Clio,1.0 TCe Touch,769750
Renault,Clio,1.0 TCe Joy,800000
Citroen,C-Elysee,1.5 BlueHDi Feel,675000
BMW,2 Serisi,218i Gran Coupe Sport Line,1670000
Fiat,Egea,1.4 Fire Urban,660000
Hyundai,i20,1.4 MPI Jump,759000
Honda,Civic,1.5 i-VTEC Eco Elegance,1455000
Renault,Clio,1.0 TCe Joy,703900
Renault,Clio,1.0 TCe Joy,780000
Skoda,Octavia,1.0 e-Tec Premium,1315000
Kia,Rio,1.4 CVVT Cool,789500
Fiat,Egea,1.4 Fire Urban,739000
Renault,Clio,1.0 TCe Joy,769950
Fiat,Egea,1.4 Fire Urban,765000
Fiat,Egea,1.4 Fire Easy,677500
Citroen,C3,1.2 PureTech Feel Bold,839900
Seat,Leon,1.0 TSI Style,1015000
Volkswagen,Polo,1.0 TSi Comfortline,950000
Toyota,Corolla,1.8 Hybrid Dream,1115000
Ford,Focus,1.5 Ti-VCT Trend X,1000000
Volkswagen,Golf,1.5 eTSI Style,1470000
Mercedes - Benz,C,C 200 D AMG,2450000
Fiat,Egea,1.4 Fire Urban Plus,739500
Porsche,Panamera,4,14300000
Toyota,Corolla,1.8 Hybrid Flame X-Pack,1195000
Renault,Clio,1.0 TCe Joy,735000
Renault,Megane,1.3 TCe Joy,925000
Peugeot,208,1.2 PureTech Prime,910000
Citroen,C3,1.2 PureTech Feel,659900
Fiat,Egea,1.4 Fire Easy,675000
Fiat,Egea,1.4 Fire Easy,665000
Renault,Clio,1.0 TCe Joy,785000
Mercedes - Benz,E,200 d Exclusive,2850000
Fiat,Egea,1.4 Fire Lounge,755000
Renault,Clio,1.0 TCe Icon,940000
Mercedes - Benz,E,300 D Exclusive,5050000
Fiat,Egea,1.3 Multijet Easy Plus,815000
Renault,Clio,1.0 TCe Joy,834900
Opel,Corsa,1.2 Essential,735000
Hyundai,i20,1.4 MPI Jump,810000
Kia,Rio,1.4L MPI Elegance,935000
Toyota,Corolla,1.8 Hybrid Flame X-Pack,1195000
Toyota,Corolla,1.8 Hybrid Dream,859500
Fiat,Egea,1.4 Fire Easy,679000
Toyota,Corolla,1.5 Dream,985000
Honda,Civic,1.5 i-VTEC Eco Elegance,1289000
Peugeot,208,1.2 PureTech Allure Selection,945000
Opel,Corsa,1.2 Turbo Elegance,965000
Volkswagen,Golf,1.0 eTSI R Line,1469750
Citroen,C3,1.2 PureTech Feel,659000
Toyota,Corolla,1.5 Vision,1020000
Renault,Clio,1.0 TCe Touch,865000
Seat,Leon,1.5 EcoTSI FR,1475000
Dacia,Sandero,1.0 Tce Prestige,850000
Opel,Corsa,1.5 CDTI Edition,860000
Renault,Taliant,1.0 Tce Joy,709000
Opel,Insignia,1.5 d Edition,1145000
Honda,Civic,1.6 i-VTEC Elegance,1295000
Toyota,Corolla,1.5 Dream,989000
Fiat,Egea,1.4 Fire Urban Plus,685000
BMW,3 Serisi,320i First Edition Sport Line,2325000
Hyundai,i20,1.4 MPI Style,850000
Renault,Megane,1.3 TCe Joy,1039000
Fiat,Egea,1.6 Multijet Urban,832000
Honda,Civic,1.6 i-VTEC Elegance,999900
Toyota,Corolla,1.5 Flame,1095000
Toyota,Corolla,1.8 Hybrid Dream,1095000
BMW,4 Serisi,420i Edition M Sport,3025000
Toyota,Corolla,1.8 Hybrid Dream,1125000
Fiat,Egea,1.3 Multijet Easy,650000
Opel,Corsa,1.2 Turbo Elegance,985000
Volkswagen,Polo,1.0 TSi Comfortline,1015000
Renault,Megane,1.3 TCe Joy,998500
Toyota,Corolla,1.5 Dream,940000
BMW,5 Serisi,520i Special Edition Luxury,2740000
Renault,Clio,1.0 TCe Joy,725000
Renault,Clio,1.0 TCe Touch,819000
Renault,Clio,1.0 SCe Joy,645000
Toyota,Corolla,1.8 Hybrid Dream,1019000
Toyota,Corolla,1.8 Hybrid Dream,1020000
Audi,A3,A3 Sedan 35 TFSI Advanced,1679000
Renault,Megane,1.5 Blue DCI Touch,1065000
Peugeot,208,1.2 PureTech Allure Selection,915000
Renault,Megane,1.5 Blue DCI Joy,1029900
Toyota,Corolla,1.5 Passion X-Pack,1280000
Ford,Focus,1.5 Ti-VCT Trend X,935000
Volvo,S60,2.0 B5 Inscription Plus,2350000
Ford,Focus,1.5 TDCi Trend X,1139000
Toyota,Corolla,1.8 Hybrid Dream,1239750
Mercedes - Benz,C,C 200 AMG,2735000
Fiat,Egea,1.6 Multijet Urban,785000
Dacia,Sandero,1.0 Tce Prestige,775000
Fiat,Egea,1.3 Multijet Easy,649000
Fiat,Egea,1.4 Fire Easy,670000
Citroen,C3,1.2 PureTech Feel,745000
BMW,3 Serisi,320i First Edition Sport Line,2170000
Fiat,Egea,1.4 Fire Easy Plus,725000
Fiat,Egea,1.4 Fire Urban,682500
Hyundai,i20,1.0 T-GDI Style,920750
Seat,Ibiza,1.0 EcoTSI Style,862500
Renault,Clio,1.0 TCe Touch,819900
Toyota,Corolla,1.8 Hybrid Dream,1269750
Honda,Civic,1.6 i-VTEC Eco Executive,1285000
Audi,A3,A3 Sedan 35 TFSI Advanced,1675000
BMW,2 Serisi,218i Gran Coupe First Edition Sport Line,1550000
BMW,5 Serisi,520i Special Edition M Sport,3150000
Toyota,Corolla,1.5 Flame X-Pack,1295000
Toyota,Corolla,1.5 Dream,1150000
Honda,City,1.5 i-VTEC Executive,910000
Honda,City,1.5 i-VTEC Executive,919000
Mercedes - Benz,C,C 200 Edition 1 AMG,2950000
Renault,Megane,1.3 TCe Joy,999750
Citroen,C4,1.2 PureTech Feel,975500
Renault,Megane,1.3 TCe Joy Comfort,1050000
Honda,Accord,1.5 VTEC Executive Plus,1500000
Fiat,Egea,1.3 Multijet Easy Plus,720000
Volkswagen,Polo,1.0 TSi Life,1150000
Renault,Taliant,1.0 Tce Joy,689000
Citroen,C3,1.2 PureTech Shine,915000
Renault,Clio,1.0 TCe Touch,840000
Fiat,Egea,1.4 Fire Urban,648850
Toyota,Corolla,1.5 Dream,1070000
Audi,E-Tron,,2515000
Mercedes - Benz,S,S 400 400 d AMG,11250000
Mercedes - Benz,C,C 180 AMG 9G-Tronic,2395000
Hyundai,i20,1.4 MPI Style Plus,1070000
BMW,5 Serisi,520i M Sport,3075000
Mercedes - Benz,C,C 200 AMG,2600000
Honda,Civic,1.5 i-VTEC Sport Plus,1480000
Fiat,Egea,1.3 Multijet Easy Plus,715000
Citroen,C3,1.2 PureTech Feel,740000
Fiat,Egea,1.4 Fire Easy,642900
Fiat,Egea,1.4 Fire Lounge Plus,865000
Peugeot,208,1.2 PureTech Allure Selection,950000
BMW,3 Serisi,320i First Edition M Sport,2250000
Fiat,Egea,1.3 Multijet Easy,800000
Fiat,Egea,1.4 Fire Easy,635000
BMW,3 Serisi,320i First Edition Sport Line,2099000
Kia,Rio,1.2 MPI Cool,717500
Peugeot,308,1.2 PureTech Style Tech,1035000
Volvo,S90,2.0 D5 Inscription,3380000
BMW,3 Serisi,320i First Edition M Sport,2800000
Peugeot,208,1.2 PureTech Allure Selection,980000
Fiat,Egea,1.4 Fire Easy,655000
Fiat,500 Ailesi,500 1.0 Hybrid Dolcevita,785000
Ford,Focus,1.5 Ti-VCT Trend X,965000
BMW,5 Serisi,520i Luxury Line,2975000
Fiat,Egea,1.4 Fire Urban Plus,695000
Hyundai,i20,1.4 MPI Style,865000
Hyundai,i20,1.4 MPI Jump,717000
Honda,Civic,1.5 i-VTEC Eco Executive Plus,1490000
Audi,A8,4.0 TFSI Quattro,12800000
Renault,Clio,1.0 TCe Joy,745000
Volkswagen,Passat,1.5 TSi Impression,1380000
Renault,Taliant,1.0 Tce Joy,775000
Honda,Accord,1.5 VTEC Executive Plus,1650000
BMW,2 Serisi,218i Sport Line,1795000
Opel,Astra,1.5 D Edition,940000
Hyundai,Elantra,1.6 MPI Style Comfort,1018750
Fiat,Egea,1.4 Fire Urban,730000
Skoda,Fabia,1.0 GreenTec Premium,935000
Honda,Civic,1.6 i-VTEC Elegance,1345000
Fiat,Egea,1.4 Fire Urban,658000
Hyundai,i20,1.4 MPI Style,897500
Honda,Civic,1.6 i-VTEC ECO Elegance,1250000
Audi,A3,A3 Sedan 30 TFSI Advanced,1740000
Citroen,C-Elysee,1.5 BlueHDi Feel,685000
Kia,Rio,1.25 CVVT Cool,670000
BMW,3 Serisi,320i First Edition Sport Line,2300000
Opel,Corsa,1.2 Turbo Edition,855000
Renault,Megane,1.3 TCe Joy,937000
Fiat,Egea,1.3 Multijet Easy Plus,875000
Renault,Megane,1.5 Blue DCI Joy,967000
Renault,Megane,1.3 TCe Joy,899000
BMW,3 Serisi,320i First Edition M Sport,2419750
Kia,Rio,1.4 CVVT Cool,820000
Peugeot,308,1.2 PureTech Style Tech,970000
Opel,Astra,1.4 T Edition,1120000
Renault,Megane,1.3 TCe Joy,937000
Renault,Megane,1.5 Blue DCI Joy,977000
Renault,Megane,1.3 TCe Joy,928000
Renault,Clio,1.0 SCe Joy,687500
Renault,Megane,1.5 Blue DCI Joy,1050000
Dacia,Sandero,1.0 Tce Prestige,775000
Hyundai,i20,1.4 MPI Jump,728900
Fiat,Egea,1.3 Multijet Easy,695000
Toyota,Yaris,1.0 Vision,739900
Renault,Clio,1.0 TCe Touch,785000
Honda,Civic,1.6 i-VTEC Elegance,1275000
Renault,Clio,1.0 TCe Touch,805000
Hyundai,i20,1.4 MPI Jump,728900
Audi,A3,A3 Sportback 35 TFSI Sport,1850000
Seat,Ibiza,1.0 Style,720000
Hyundai,i20,1.0 T-GDI Style,920000
Fiat,Egea,1.4 Fire Lounge,785000
Renault,Clio,1.0 TCe Joy,785000
Renault,Taliant,1.0 Tce Joy,689000
Toyota,Yaris,1.5 Flame X-Pack,997750
Citroen,C-Elysee,1.5 BlueHDi Feel,515400
Honda,Civic,1.5 i-VTEC Eco Elegance,1380000
Citroen,C4,1.2 PureTech Feel,945000
Fiat,Egea,1.4 Fire Urban,720000
Mercedes - Benz,C,C 180 AMG 9G-Tronic,2595000
Suzuki,Swift,1.2 GL,815000
Hyundai,i20,1.4 MPI Style,924750
Skoda,Fabia,1.0 TSI Style,885000
Renault,Clio,1.0 TCe Joy,785000
Toyota,Corolla,1.8 Hybrid Dream,945000
Seat,Leon,1.5 TSI FR,1065000
Fiat,Egea,1.6 Multijet Lounge,943000
Hyundai,Elantra,1.6 MPI Style Comfort,940000
Fiat,Egea,1.4 Fire Urban,639750
BMW,5 Serisi,520i Special Edition M Sport,3300000
Renault,Clio,1.0 SCe Joy,567500
Fiat,Egea,1.4 Fire Urban,719000
Renault,Clio,1.0 TCe Touch,870000
Opel,Corsa,1.2 Turbo Edition,885000
Honda,Civic,1.6 i-VTEC ECO Elegance,1239000
Hyundai,i20,1.4 MPI Style Plus,830000
Renault,Megane,1.3 TCe Joy,895000
Toyota,Corolla,1.5 Vision,1125000
Renault,Clio,1.0 TCe Joy,765000
Fiat,Egea,1.4 Fire Easy Plus,675000
Fiat,Egea,1.4 Fire Easy,635000
Fiat,Egea,1.4 Fire Easy,695000
BMW,5 Serisi,520i Special Edition M Sport,3090000
Fiat,Egea,1.4 Fire Lounge,705000
Volkswagen,Passat,1.5 TSi Business,1890000
BMW,2 Serisi,216d Gran Coupe Sport Line,1695000
Fiat,Egea,1.4 Fire Easy Stil,609000
Fiat,Egea,1.4 Fire Urban,699750
Opel,Corsa,1.2 Turbo Edition,885000
Hyundai,i20,1.4 MPI Style,895000
Renault,Megane,1.3 TCe Joy,910000
Renault,Megane,1.3 TCe Joy,1030000
Renault,Clio,1.0 TCe Joy,869900
Renault,Megane,1.3 TCe Joy,1000000
Honda,Civic,1.6 i-VTEC ECO Elegance,1250000
BMW,3 Serisi,320i First Edition Sport Line,2139000
Volkswagen,Golf,E-Golf,1600000
Renault,Clio,1.0 TCe Joy,785000
Fiat,Egea,1.4 Fire Urban,670000
BMW,3 Serisi,320i Sport Line,2180000
Toyota,Yaris,1.0 Vision,705000
Hyundai,Elantra,1.6 MPI Style Comfort,1110000
Kia,Picanto,1.0 MPI,750000
Volkswagen,Passat,1.5 TSi Business,1415000
Opel,Corsa,1.2 Turbo Ultimate,970000
Fiat,Egea,1.4 Fire Urban,815000
Toyota,Corolla,1.5 Flame X-Pack,1215000
Renault,Clio,1.0 TCe Icon,894900
Fiat,Egea,1.4 Fire Easy Plus,689000
BMW,5 Serisi,520i Special Edition M Sport,3199000
Seat,Ibiza,1.0 Style,750000
Fiat,Egea,1.4 Fire Easy,669000
Suzuki,Swift,1.2 GL,780000
Volkswagen,Polo,1.0 TSi Life,1105000
BMW,5 Serisi,520i M Sport,3385000
Renault,Megane,1.3 TCe Joy,920000
Fiat,Egea,1.4 Fire Easy,669000
Audi,A6,A6 Sedan 40 TDI Quattro Design,3900000
Renault,Clio,1.0 TCe Touch,861500
Fiat,Egea,1.3 Multijet Easy,710000
Volkswagen,Passat,1.5 TSi Elegance,1975000
Toyota,Corolla,1.5 Vision,795000
Toyota,Corolla,1.5 Dream,1199000
BMW,3 Serisi,320i M Sport,2770000
Renault,Taliant,1.0 Tce Joy,740000
Volkswagen,Golf,1.0 TSi Comfortline,985000
Dacia,Lodgy,1.5 BlueDCI Ambiance,795000
Opel,Corsa,1.2 Turbo Ultimate,1050000
Seat,Leon,1.5 TSI FR,1450700
Toyota,Corolla,1.8 Hybrid Dream,1099750
Toyota,Yaris,1.5 Dream,845000
Hyundai,i20,1.4 MPI Style,840000
Dacia,Sandero,1.0 Tce Prestige,875000
Citroen,C-Elysee,1.5 BlueHDi Feel,695000
Honda,Jazz,1.5 Hybrid Executive,1128000
Opel,Corsa,1.2 Turbo Edition,812000
Renault,Clio,1.0 SCe Joy,661000
Honda,Civic,1.5 i-VTEC Eco Elegance,1425000
Fiat,Egea,1.4 Fire Urban,710000
Toyota,Corolla,1.8 Hybrid Dream,1097500
Peugeot,308,1.2 PureTech Style Tech,990000
Volkswagen,Polo,1.0 TSi Comfortline,960000
Renault,Megane,1.5 Blue DCI Joy,950000
Fiat,Egea,1.4 Fire Easy Stil,605500
Toyota,Corolla,1.5 Dream,1085500
Renault,Megane,1.5 Blue DCI Touch,1090000
Opel,Corsa,1.2 Turbo Ultimate,840000
Renault,Clio,1.0 TCe Touch,855000
Fiat,Egea,1.4 Fire Urban,735000
Honda,Civic,1.6 i-VTEC ECO Elegance,1269000
Hyundai,i20,1.0 T-GDI Style,859000
Honda,Civic,1.6 i-VTEC ECO Elegance,1270000
Honda,Accord,1.5 VTEC Executive Plus,1700000
Mercedes - Benz,E,200 AMG,4100000
Fiat,Egea,1.4 Fire Easy Plus,639000
Peugeot,308,1.2 PureTech Style Tech,946750
DS Automobiles,DS9,1.6 PureTech Performance Line,1874750
Honda,Civic,1.6 i-VTEC ECO Elegance,1350700
Toyota,Yaris,1.5 Hybrid Flame,1020000
Audi,A5,A5 Sportback 40 TDI Quattro S Line,2935000
Skoda,SuperB,1.5 TSI Premium,1417000
Porsche,Taycan,Turbo S,7925000
Porsche,Panamera,,10400000
Fiat,Egea,1.3 Multijet Urban Plus,955000
Volkswagen,Polo,1.0 TSi Comfortline,955000
Renault,Taliant,1.0 Tce Joy,670000
Renault,Taliant,1.0 Tce Joy,665000
Kia,Rio,1.4 CVVT Cool,820900
Honda,Civic,1.6 i-VTEC Elegance,1184990
Renault,Taliant,1.0 Tce Joy,680000
Renault,Megane,1.5 Blue DCI Icon,1390000
Renault,Megane,1.5 Blue DCI Touch,996500
Volvo,S60,2.0 B5 Inscription Plus,2265000
Audi,A3,A3 Sedan 30 TFSI Advanced,1525500
BMW,3 Serisi,320i First Edition M Sport,2250000
Fiat,Egea,1.4 Fire Easy,715000
Skoda,Octavia,1.5 e-Tec Premium,1349750
Renault,Megane,1.3 TCe Joy,857900
Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2280000
Toyota,Corolla,1.8 Hybrid Flame X-Pack,1285000
Fiat,Egea,1.4 Fire Urban Plus,735000
Renault,Taliant,1.0 Tce Joy,680000
BMW,5 Serisi,520i Luxury Line,3150000
Volkswagen,Passat,1.5 TSi Elegance,2030000
BMW,5 Serisi,520i M Sport,3175000
Fiat,Egea,1.4 Fire Urban,725000
Renault,Clio,1.0 TCe Joy,794000
Fiat,Egea,1.4 Fire Easy,660000
Renault,Clio,1.0 TCe Joy,727750
Volkswagen,Passat,1.5 TSi Impression,1380000
Dacia,Sandero,1.0 Tce Comfort,575000
Hyundai,i20,1.4 MPI Style,799900
BMW,4 Serisi,420d xDrive Gran Coupe M Sport,3725000
Peugeot,308,1.2 PureTech Style Tech,1079990
Peugeot,208,1.5 BlueHDi Active,995500
Peugeot,308,1.2 PureTech Style Tech,985000
Dacia,Sandero,1.0 Tce Prestige,785000
Renault,Megane,1.3 TCe Joy,857900
Honda,Civic,1.6 i-VTEC ECO Elegance,1125000
Honda,Civic,1.5 i-VTEC Eco Elegance,1350000
Fiat,Egea,1.6 Multijet Easy,780000
